Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	Genome assembly ID
UP000075353	Candidatus Bathyarchaeota archaeon B23	1779367	747		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001593875.1
UP000245577	Methanobrevibacter woesei (Strain: DSM 11979)	190976	1581		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter	Unassembled WGS sequence	GCA_003111605.1
UP000216204	Thermoplasmatales archaeon ex4484_30	2012522	1478		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Unassembled WGS sequence	GCA_002254485.1
UP000186093	Thaumarchaeota archaeon 13_1_40CM_2_39_7	1805388	961		Archaea, Thaumarchaeota, unclassified Thaumarchaeota	Unassembled WGS sequence	GCA_001918945.1
UP000245584	Heimdallarchaeota archaeon (strain B3-JM-08)	2012493	3521	HEIAB	Archaea, Asgard group, Candidatus Heimdallarchaeota	Unassembled WGS sequence	GCA_003144275.1
UP000000663	Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50) (Strain: DSM 22066 / NBRC 105507 / MRE50)	351160	3071	METAR	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanocellales, Methanocellaceae, Methanocella	Chromosome	GCA_000063445.1
UP000248329	ANME-2 cluster archaeon	2056317	3377		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, ANME-2 cluster	Unassembled WGS sequence	GCA_003194445.1
UP000000674	Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) (Methanosaeta thermophila) (Strain: DSM 6194 / JCM 14653 / NBRC 101360 / PT)	349307	1673	METTP	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosaetaceae, Methanothrix	Chromosome	GCA_000014945.1
UP000196843	Thermococcus sp. 5-4 (Strain: 5-4)	2008440	1961		Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Thermococcus	Chromosome	GCA_002197185.1
UP000005223	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum) (Strain: ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H)	187420	1868	METTH	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanothermobacter	Chromosome	GCA_000008645.1
UP000008243	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii) (Strain: ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2)	309800	3996	HALVD	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloferax	Chromosome; Plasmid pHV1; Plasmid pHV2; Plasmid pHV3; Plasmid pHV4	GCA_000025685.1
UP000182370	Candidatus Micrarchaeota archaeon CG1_02_55_22	1805250	1162		Archaea, Candidatus Micrarchaeota	Unassembled WGS sequence	GCA_001871595.1
UP000070491	candidate divison MSBL1 archaeon SCGC-AAA382F02	1698282	344		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549285.1
UP000034722	Lokiarchaeum sp. GC14_75	1538547	5378		Archaea, Asgard group, Candidatus Lokiarchaeota, Lokiarchaeum	Unassembled WGS sequence	GCA_000986845.1
UP000198518	Halobacterium jilantaiense (Strain: CGMCC 1.5337)	355548	3054		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Halobacterium	Unassembled WGS sequence	GCA_900110535.1
UP000037456	miscellaneous Crenarchaeota group archaeon SMTZ1-55	1685133	1122		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001273375.1
UP000037259	miscellaneous Crenarchaeota group-6 archaeon AD8-1	1685126	1505		Archaea, Candidatus Bathyarchaeota, MCG-6	Unassembled WGS sequence	GCA_001273385.1
UP000229798	Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_34_12	1974404	1017		Archaea, Candidatus Diapherotrites	Unassembled WGS sequence	GCA_002779065.1
UP000011679	Haloferax larsenii JCM 13917 (Strain: JCM 13917)	1227460	3630		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloferax	Unassembled WGS sequence	GCA_000336955.1
UP000054387	Haloprofundus marisrubri (Strain: SB9)	1514971	3761		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae, Haloprofundus	Unassembled WGS sequence	GCA_001469955.1
UP000236584	Salinigranum rubrum (Strain: GX10)	755307	4473		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Salinigranum	Plasmid unnamed3; Plasmid unnamed4; Plasmid unnamed1; Plasmid unnamed2; Plasmid unnamed5; Chromosome	GCA_002906575.1
UP000240838	Candidatus Marsarchaeota G1 archaeon OSP_B	1978153	1281		Archaea, Candidatus Marsarchaeota, Candidatus Marsarchaeota group 1	Unassembled WGS sequence	GCA_003019445.1
UP000030679	uncultured archaeon A07HR60	1412874	2853		Archaea, environmental samples	Unassembled WGS sequence	GCA_000496235.1
UP000067434	Thermofilum uzonense (Strain: 1807-2)	1550241	1454		Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermofilaceae, Thermofilum	Chromosome	GCA_000993805.1
UP000186940	Candidatus Syntrophoarchaeum caldarius	1838285	1784		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, ANME-2 cluster, Candidatus Syntrophoarchaeum	Unassembled WGS sequence	GCA_001766815.1
UP000216383	Thermofilum sp. ex4484_82	2012528	1911		Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermofilaceae, Thermofilum	Unassembled WGS sequence	GCA_002254905.1
UP000074030	Methanolobus sp. T82-4	1794908	2692		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanolobus	Unassembled WGS sequence	GCA_001577565.1
UP000031483	Thaumarchaeota archaeon SCGC AB-539-E09 (Strain: SCGC AB-539-E09)	1198115	646		Archaea, Thaumarchaeota, unclassified Thaumarchaeota	Unassembled WGS sequence	GCA_000349625.1
UP000241120	Candidatus Marsarchaeota G2 archaeon ECH_B_1	1978159	2470		Archaea, Candidatus Marsarchaeota, Candidatus Marsarchaeota group 2	Unassembled WGS sequence	GCA_003019535.1
UP000195355	Euryarchaeota archaeon TMED280	1986695	676		Archaea, Euryarchaeota	Unassembled WGS sequence	GCA_002168355.1
UP000193404	Acidianus manzaensis (Strain: YN-25)	282676	2641		Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Acidianus	Chromosome	GCA_002116695.1
UP000216686	Candidatus Bathyarchaeota archaeon ex4484_231	2012512	969		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002254965.1
UP000001746	Halomicrobium mukohataei (strain ATCC 700874 / DSM 12286 / JCM 9738 / NCIMB 13541) (Haloarcula mukohataei) (Strain: ATCC 700874 / DSM 12286 / JCM 9738 / NCIMB 13541)	485914	3343	HALMD	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Halomicrobium	Chromosome; Plasmid pHmuk01	GCA_000023965.1
UP000248971	Methanosphaera sp. rholeuAM74	1945579	1765		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanosphaera	Unassembled WGS sequence	GCA_003266075.1
UP000031776	Archaeon GW2011_AR15	1579373	1308	ARCG3	Archaea	Chromosome	GCA_000830295.1
UP000236403	archaeon HR02	2035438	1939		Archaea	Unassembled WGS sequence	GCA_002898395.1
UP000229774	Candidatus Pacearchaeota archaeon CG_4_9_14_3_um_filter_30_11	1974432	740		Archaea, Candidatus Pacearchaeota	Unassembled WGS sequence	GCA_002790875.1
UP000000578	Nanoarchaeum equitans (strain Kin4-M) (Strain: Kin4-M)	228908	536	NANEQ	Archaea, Nanoarchaeota, Nanoarchaeales, Nanoarchaeaceae, Nanoarchaeum	Chromosome	GCA_000008085.1
UP000070248	candidate divison MSBL1 archaeon SCGC-AAA385M02	1698287	156		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549515.1
UP000216807	Candidatus Aenigmarchaeota archaeon ex4484_52	2012504	621		Archaea, Candidatus Aenigmarchaeota	Unassembled WGS sequence	GCA_002254415.1
UP000216287	Halorubrum distributum (Strain: E8)	29283	2492		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halorubrum	Unassembled WGS sequence	GCA_002252935.1
UP000216854	Desulfurococcales archaeon ex4484_217_2	2012519	2399		Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales	Unassembled WGS sequence	GCA_002254985.1
UP000186914	Haladaptatus litoreus (Strain: CGMCC 1.7737)	553468	4885		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Haladaptatus	Unassembled WGS sequence	GCA_900156425.1
UP000094058	Candidatus Altiarchaeales archaeon WOR_SM1_SCG	1849261	2164		Archaea, Euryarchaeota, Candidatus Altiarchaeales	Unassembled WGS sequence	GCA_001723845.1
UP000054069	Thermococcales archaeon 44_46	1635283	1983		Archaea, Euryarchaeota, Thermococci, Thermococcales	Unassembled WGS sequence	GCA_001507935.1
UP000240925	Candidatus Marsarchaeota G2 archaeon ECH_B_SAG-E12	1978164	398		Archaea, Candidatus Marsarchaeota, Candidatus Marsarchaeota group 2	Unassembled WGS sequence	GCA_003019375.1
UP000002061	Methanocaldococcus infernus (strain DSM 11812 / JCM 15783 / ME) (Strain: DSM 11812 / JCM 15783 / ME)	573063	1439	METIM	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanocaldococcaceae, Methanocaldococcus	Chromosome	GCA_000092305.1
UP000001903	Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / NCIMB 13204 / VKM B-1734) (Halococcus turkmenicus) (Strain: ATCC 51198 / DSM 5511 / NCIMB 13204 / VKM B-1734)	543526	5113	HALTV	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Haloterrigena	Plasmid pHTUR01; Plasmid pHTUR02; Plasmid pHTUR03; Plasmid pHTUR04; Plasmid pHTUR05; Plasmid pHTUR06; Chromosome	GCA_000025325.1
UP000030667	uncultured archaeon A07HN63	1412873	2505		Archaea, environmental samples	Unassembled WGS sequence	GCA_000496215.1
UP000185561	Candidatus Thorarchaeota archaeon AB_25	1837170	2914		Archaea, Asgard group, Candidatus Thorarchaeota	Unassembled WGS sequence	GCA_001940705.1
UP000185687	Haloterrigena daqingensis (Strain: CGMCC 1.8909)	588898	3795		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Haloterrigena	Unassembled WGS sequence	GCA_900156445.1
UP000183913	Candidatus Micrarchaeota archaeon CG1_02_47_40	1805247	1150		Archaea, Candidatus Micrarchaeota	Unassembled WGS sequence	GCA_001871475.1
UP000177200	Candidatus Bathyarchaeota archaeon RBG_16_57_9	1797382	1359		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001776015.1
UP000013307	Archaeoglobus sulfaticallidus PM70-1 (Strain: PM70-1)	387631	2213		Archaea, Euryarchaeota, Archaeoglobi, Archaeoglobales, Archaeoglobaceae, Archaeoglobus	Chromosome	GCA_000385565.1
UP000240569	Candidatus Marsarchaeota G1 archaeon BE_D	1978156	2359		Archaea, Candidatus Marsarchaeota, Candidatus Marsarchaeota group 1	Unassembled WGS sequence	GCA_003019595.1
UP000186073	Crenarchaeota archaeon 13_1_20CM_2_51_8	1805093	3280		Archaea, Crenarchaeota	Unassembled WGS sequence	GCA_001920635.1
UP000184145	Candidatus Micrarchaeum sp. AZ1	1531428	840		Archaea, Candidatus Micrarchaeota, Candidatus Micrarchaeum	Unassembled WGS sequence	GCA_001896515.1
UP000181889	Candidatus Micrarchaeota archaeon CG1_02_49_24	1805248	1159		Archaea, Candidatus Micrarchaeota	Unassembled WGS sequence	GCA_001871535.1
UP000054016	miscellaneous Crenarchaeota group-1 archaeon SG8-32-3	1685125	640		Archaea, Candidatus Bathyarchaeota, MCG-1	Unassembled WGS sequence	GCA_001273335.1
UP000248044	Acidianus brierleyi (Strain: DSM 1651)	41673	2858		Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Acidianus	Chromosome	GCA_003201835.1
UP000229477	Candidatus Diapherotrites archaeon CG11_big_fil_rev_8_21_14_0_20_37_9	1974407	1219		Archaea, Candidatus Diapherotrites	Unassembled WGS sequence	GCA_002762975.1
UP000181876	Candidatus Micrarchaeota archaeon CG1_02_60_51	1805252	849		Archaea, Candidatus Micrarchaeota	Unassembled WGS sequence	GCA_001871655.1
UP000175834	Methanosarcina sp. Ant1	1882735	3225		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosarcina	Unassembled WGS sequence	GCA_001714685.2
UP000002593	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5) (Strain: DSM 5456 / JCM 9403 / PLM1-5)	415426	1602	HYPBU	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Pyrodictiaceae, Hyperthermus	Chromosome	GCA_000015145.1
UP000230773	Candidatus Diapherotrites archaeon CG10_big_fil_rev_8_21_14_0_10_31_34	1974406	1100		Archaea, Candidatus Diapherotrites	Unassembled WGS sequence	GCA_002763225.1
UP000233367	Methanomicrobiales archaeon HGW-Methanomicrobiales-1	2013817	2456		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales	Unassembled WGS sequence	GCA_002839675.1
UP000075493	Candidatus Bathyarchaeota archaeon B25	1779369	857		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001593855.1
UP000228602	Thaumarchaeota archaeon	2026795	971		Archaea, Thaumarchaeota, unclassified Thaumarchaeota	Unassembled WGS sequence	GCA_002713205.1
UP000006903	Desulfurococcus amylolyticus (strain DSM 18924 / JCM 16383 / VKM B-2413 / 1221n) (Desulfurococcus kamchatkensis) (Strain: DSM 18924 / JCM 16383 / VKM B-2413 / 1221n)	490899	1470	DESA1	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Desulfurococcus	Chromosome	GCA_000020905.1
UP000037599	miscellaneous Crenarchaeota group archaeon SMTZ-80	1685135	1369		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001273495.1
UP000004440	Nitrosarchaeum koreense MY1 (Strain: MY1)	1001994	1945		Archaea, Thaumarchaeota, Nitrosopumilales, Nitrosopumilaceae, Nitrosoarchaeum	Unassembled WGS sequence	GCA_000220175.2
UP000051144	Methanomassiliicoccales archaeon RumEn M1	1713724	1877		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Methanomassiliicoccales, unclassified Methanomassiliicoccales	Unassembled WGS sequence	GCA_001421185.1
UP000226807	Candidatus Pacearchaeota archaeon	2026773	688		Archaea, Candidatus Pacearchaeota	Unassembled WGS sequence	GCA_002688165.1
UP000010846	Halovivax ruber (strain DSM 18193 / JCM 13892 / XH-70) (Strain: DSM 18193 / JCM 13892 / XH-70)	797302	3099	HALRX	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Halovivax	Chromosome	GCA_000328525.1
UP000012672	Methanomethylophilus alvus (strain Mx1201) (Strain: Mx1201)	1236689	1643	METAX	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Methanomassiliicoccales, Methanomassiliicoccaceae, Candidatus Methanomethylophilus	Chromosome	GCA_000300255.2
UP000229978	Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_45_29	1974417	1144		Archaea, Candidatus Micrarchaeota	Unassembled WGS sequence	GCA_002778455.1
UP000230607	Nitrosotalea sp. CS	1903276	2462		Archaea, Thaumarchaeota, unclassified Thaumarchaeota, Candidatus Nitrosotalea	Chromosome 1	GCA_900177045.1
UP000196257	Euryarchaeota archaeon TMED173	1986688	726		Archaea, Euryarchaeota	Unassembled WGS sequence	GCA_002172185.1
UP000034723	Geoglobus ahangari (Strain: 234)	113653	1973		Archaea, Euryarchaeota, Archaeoglobi, Archaeoglobales, Archaeoglobaceae, Geoglobus	Chromosome	GCA_001006045.1
UP000011599	Natronorubrum tibetense GA33 (Strain: GA33)	1114856	4671		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natronorubrum	Unassembled WGS sequence	GCA_000337235.1
UP000037237	miscellaneous Crenarchaeota group-1 archaeon SG8-32-1	1685124	1116		Archaea, Candidatus Bathyarchaeota, MCG-1	Unassembled WGS sequence	GCA_001273345.1
UP000075578	Arc I group archaeon U1lsi0528_Bin089	1705564	1961		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, unclassified Methanomicrobia, Arc I group	Unassembled WGS sequence	GCA_001587675.1
UP000232902	Methanobacterium sp. MZ-A1 (Strain: MZ-A1)	1911685	2333		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium	Chromosome	GCA_002813675.1
UP000002487	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) (Strain: ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	188937	4468	METAC	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosarcina	Chromosome	GCA_000007345.1
UP000199114	Natrinema salaciae (Strain: DSM 25055)	1186196	4688		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natrinema	Unassembled WGS sequence	GCA_900110865.1
UP000185649	Lokiarchaeota archaeon (strain CR_4)	1849166	4413	LOKAC	Archaea, Asgard group, Candidatus Lokiarchaeota, unclassified Lokiarchaeota	Unassembled WGS sequence	GCA_001940655.1
UP000054757	Methanomicrobiales archaeon 53_19	1641394	2860		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales	Unassembled WGS sequence	GCA_001508695.1
UP000001979	Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M) (Strain: DSM 6242 / NBRC 107633 / OCM 468 / ACE-M)	259564	2242	METBU	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanococcoides	Chromosome	GCA_000013725.1
UP000067738	Methanobrevibacter millerae (Strain: SM9)	230361	2260		Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter	Chromosome	GCA_001477655.1
UP000066737	Halobacterium hubeiense (Strain: JI20-1)	1407499	3340		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Halobacterium	Chromosome I; Plasmid pSTJ001; Plasmid pSTJ003; Plasmid pSTJ002	GCA_001488575.1
UP000199215	Halopenitus malekzadehii (Strain: IBRC-M10418)	1267564	3119		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halopenitus	Unassembled WGS sequence	GCA_900108505.1
UP000012076	Thermoplasmatales archaeon (strain BRNA1) (Strain: BRNA1)	1054217	1528	THEXX	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Chromosome	GCA_000350305.1
UP000229669	Hadesarchaea archaeon CG08_land_8_20_14_0_20_51_8	1975561	721		Archaea, Euryarchaeota, Hadesarchaea	Unassembled WGS sequence	GCA_002779005.1
UP000002457	Methanosphaerula palustris (strain ATCC BAA-1556 / DSM 19958 / E1-9c) (Strain: ATCC BAA-1556 / DSM 19958 / E1-9c)	521011	2655	METPE	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanoregulaceae, Methanosphaerula	Chromosome	GCA_000021965.1
UP000001879	Natrialba magadii (strain ATCC 43099 / DSM 3394 / CIP 104546 / JCM 8861/ NBRC 102185 / NCIMB 2190 / MS3) (Natronobacterium magadii) (Strain: ATCC 43099 / DSM 3394 / CIP 104546 / JCM 8861/ NBRC 102185 / NCIMB 2190 / MS3)	547559	4203	NATMM	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natrialba	Chromosome; Plasmid pNMAG01; Plasmid pNMAG02; Plasmid pNMAG03	GCA_000025625.1
UP000014065	Candidatus Nitrosoarchaeum limnia BG20 (Strain: BG20)	859192	2621		Archaea, Thaumarchaeota, Nitrosopumilales, Nitrosopumilaceae, Nitrosoarchaeum	Unassembled WGS sequence	GCA_000241145.2
UP000070284	candidate divison MSBL1 archaeon SCGC-AAA259E19	1698264	1417		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549095.1
UP000182220	Candidatus Micrarchaeota archaeon CG1_02_51_15	1805249	1244		Archaea, Candidatus Micrarchaeota	Unassembled WGS sequence	GCA_001871495.1
UP000011607	Halobiforma nitratireducens JCM 10879 (Strain: JCM 10879)	1227454	3534		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Halobiforma	Unassembled WGS sequence	GCA_000337895.1
UP000075437	Candidatus Bathyarchaeota archaeon B26-2	1779371	1630		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_001593935.1
UP000235816	Fervidicoccus fontis	683846	1405		Archaea, Crenarchaeota, Thermoprotei, Fervidicoccales, Fervidicoccaceae, Fervidicoccus	Unassembled WGS sequence	GCA_002871295.1
UP000000391	Methanohalobium evestigatum (strain ATCC BAA-1072 / DSM 3721 / NBRC 107634 / OCM 161 / Z-7303) (Strain: ATCC BAA-1072 / DSM 3721 / NBRC 107634 / OCM 161 / Z-7303)	644295	2250	METEZ	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanohalobium	Chromosome; Plasmid pMETEV01	GCA_000196655.1
UP000199126	Halogranum amylolyticum (Strain: CGMCC 1.10121)	660520	5247		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Haloferacaceae	Unassembled WGS sequence	GCA_900110465.1
UP000000438	Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828) (Strain: ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828)	263820	1535	PICTO	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Picrophilaceae, Picrophilus	Chromosome	GCA_000008265.1
UP000011566	Halococcus hamelinensis 100A6 (Strain: 100A6)	1132509	3400		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halococcaceae, Halococcus	Unassembled WGS sequence	GCA_000336675.1
UP000218083	Halorubrum sp. WN019 (Strain: WN019)	2032630	3214		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halorubrum	Unassembled WGS sequence	GCA_002286985.1
UP000216477	Thermoplasmatales archaeon ex4484_6	2012524	1518		Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales	Unassembled WGS sequence	GCA_002254385.1
UP000215840	Candidatus Bathyarchaeota archaeon ex4484_218	2012511	737		Archaea, Candidatus Bathyarchaeota	Unassembled WGS sequence	GCA_002254975.1
UP000215704	Halorubrum sp. E3 (Strain: E3)	1483400	4984		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Haloferacales, Halorubraceae, Halorubrum	Unassembled WGS sequence	GCA_002252955.1
UP000217063	Candidatus Aenigmarchaeota archaeon ex4484_224	2012503	589		Archaea, Candidatus Aenigmarchaeota	Unassembled WGS sequence	GCA_002254545.1
UP000030674	halophilic archaeon J07HB67 (Strain: J07HX67)	1085029	2831		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales	Unassembled WGS sequence	GCA_000416105.1
UP000250088	Natronolimnobius aegyptiacus (Strain: JW/NM-HA 15)	745377	3626		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Natrialbales, Natrialbaceae, Natronolimnobius	Chromosome	GCA_002156705.1
UP000005095	Methanofollis liminatans DSM 4140 (Strain: DSM 4140)	28892	2423		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanomicrobiaceae, Methanofollis	Chromosome	GCA_000275865.1
UP000007807	Methanothrix soehngenii (strain ATCC 5969 / DSM 3671 / JCM 10134 / NBRC 103675 / OCM 69 / GP-6) (Methanosaeta concilii) (Strain: ATCC 5969 / DSM 3671 / JCM 10134 / NBRC 103675 / OCM 69 / GP-6)	990316	2791	METSG	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosaetaceae, Methanothrix	Chromosome; Plasmid pGP6	GCA_000204415.1
UP000015381	Halorhabdus tiamatea SARL4B (Strain: SARL4B)	1033806	2988		Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Haloarculaceae, Halorhabdus	Chromosome; Plasmid pHTIA	GCA_000470655.1
UP000070520	candidate divison MSBL1 archaeon SCGC-AAA261C02	1698272	703		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001549125.1
UP000070589	candidate divison MSBL1 archaeon SCGC-AAA259D14	1698261	885		Archaea, Euryarchaeota, candidate division MSBL1	Unassembled WGS sequence	GCA_001548915.1
UP000228973	Candidatus Micrarchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_59_7	1974419	960		Archaea, Candidatus Micrarchaeota	Unassembled WGS sequence	GCA_002778425.1
UP000195137	Methanonatronarchaeum thermophilum	1927129	1510		Archaea, Euryarchaeota, Methanonatronarchaeia, Methanonatronarchaeales, Methanonatronarchaeaceae, Methanonatronarchaeum	Unassembled WGS sequence	GCA_002153915.1
UP000237327	ANME-1 cluster archaeon ex4572_4	2011131	1009		Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, unclassified Methanomicrobia, ANME-1 cluster	Unassembled WGS sequence	GCA_002254785.1
UP000015543	Thermofilum adornatus (Strain: 1910b)	1365176	1896		Archaea, Crenarchaeota, Thermoprotei, Thermoproteales, Thermofilaceae, Thermofilum	Chromosome	GCA_000446015.1
UP000010824	Methanoregula formicica (strain DSM 22288 / NBRC 105244 / SMSP) (Strain: DSM 22288 / NBRC 105244 / SMSP)	593750	2815	METFS	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanomicrobiales, Methanoregulaceae, Methanoregula	Chromosome	GCA_000327485.1
UP000053352	Pyrodictium occultum (Strain: PL-19)	2309	1602	PYROC	Archaea, Crenarchaeota, Thermoprotei, Desulfurococcales, Pyrodictiaceae, Pyrodictium	Unassembled WGS sequence	GCA_001462395.1
UP000001901	Archaeoglobus profundus (strain DSM 5631 / JCM 9629 / NBRC 100127 / Av18) (Strain: DSM 5631 / JCM 9629 / NBRC 100127 / Av18)	572546	1822	ARCPA	Archaea, Euryarchaeota, Archaeoglobi, Archaeoglobales, Archaeoglobaceae, Archaeoglobus	Plasmid pArcpr01; Chromosome	GCA_000025285.1
