Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	genome assembly id
UP000078560	Plasmodium ovale curtisi	864141	8608		Eukaryota, Alveolata, Apicomplexa, Aconoidasida, Haemosporida, Plasmodiidae, Plasmodium, Plasmodium (Plasmodium)	Unassembled WGS sequence	GCA_900088565.1
UP000092124	Neotoma lepida (Desert woodrat)	56216	24274	NEOLE	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Mammalia, Eutheria, Euarchontoglires, Glires, Rodentia, Myomorpha, Muroidea, Cricetidae, Neotominae, Neotoma	Unassembled WGS sequence	GCA_001675575.1
UP000069549	Plasmodium berghei (Strain: K173)	5821	5060	PLABE	Eukaryota, Alveolata, Apicomplexa, Aconoidasida, Haemosporida, Plasmodiidae, Plasmodium, Plasmodium (Vinckeia)	Chromosome 11; Chromosome 9; Chromosome 7; Chromosome 2; Chromosome 5; Chromosome 12; Chromosome 13; Chromosome 3; Chromosome 4; Chromosome 1; Chromosome 8; Chromosome 10; Chromosome 6; Chromosome 14; Unassembled WGS sequence	GCA_900044335.1
UP000054937	Pseudocohnilembus persalinus (Ciliate)	266149	13175	PSEPJ	Eukaryota, Alveolata, Ciliophora, Intramacronucleata, Oligohymenophorea, Scuticociliatia, Philasterida, Pseudocohnilembidae, Pseudocohnilembus	Unassembled WGS sequence	GCA_001447515.1
UP000001307	Oikopleura dioica (Tunicate)	34765	17050	OIKDI	Eukaryota, Metazoa, Chordata, Tunicata, Appendicularia, Oikopleuridae, Oikopleura	Unassembled WGS sequence	GCA_000209535.1
UP000000307	Saccharomyces cerevisiae (strain VIN 13) (Baker's yeast) (Strain: VIN 13)	764099	0	YEASV	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Saccharomyces	Unassembled WGS sequence	GCA_000190215.1
UP000237347	Quercus suber (Cork oak) (Strain: cv. HL8)	58331	81990	QUESU	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, fabids, Fagales, Fagaceae, Quercus	Unassembled WGS sequence	GCA_002906115.1
UP000007805	Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) (Filobasidiella gattii) (Cryptococcus bacillisporus) (Strain: WM276 / ATCC MYA-4071)	367775	6560	CRYGW	Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Tremellales, Cryptococcaceae, Cryptococcus, Cryptococcus gattii species complex	Chromosome A; Chromosome B; Chromosome C; Chromosome D; Chromosome E; Chromosome F; Chromosome G; Chromosome H; Chromosome I; Chromosome J; Chromosome K; Chromosome L; Chromosome M; Chromosome N	GCA_000185945.1
UP000014064	Wallemia ichthyophaga (strain EXF-994 / CBS 113033) (Strain: EXF-994 / CBS 113033)	1299270	4836	WALI9	Eukaryota, Fungi, Dikarya, Basidiomycota, Wallemiomycotina, Wallemiomycetes, Wallemiales, Wallemiaceae, Wallemia	Unassembled WGS sequence	GCA_000400465.1
UP000053831	Escovopsis weberi	150374	6869		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Hypocreales, Hypocreaceae, Escovopsis	Unassembled WGS sequence	GCA_001278495.1
UP000053641	Tinamus guttatus (White-throated tinamou)	94827	13377	TINGU	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Palaeognathae, Tinamiformes, Tinamidae, Tinamus	Unassembled WGS sequence	GCA_000705375.2
UP000027361	Tilletiaria anomala UBC 951 (Strain: UBC 951)	1037660	6806		Eukaryota, Fungi, Dikarya, Basidiomycota, Ustilaginomycotina, Exobasidiomycetes, Georgefischeriales, Tilletiariaceae, Tilletiaria	Unassembled WGS sequence	GCA_000711695.1
UP000030641	Aureobasidium subglaciale EXF-2481 (Strain: EXF-2481)	1043005	10792		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Dothideomycetidae, Dothideales, Saccotheciaceae, Aureobasidium	Unassembled WGS sequence	GCA_000721755.1
UP000030669	Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus) (Strain: ATCC 11539)	670483	11735	GLOTA	Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Gloeophyllales, Gloeophyllaceae, Gloeophyllum	Unassembled WGS sequence	GCA_000344685.1
UP000251314	Phytophthora cactorum (Strain: 10300)	29920	23398		Eukaryota, Stramenopiles, Oomycetes, Peronosporales, Peronosporaceae, Phytophthora	Unassembled WGS sequence	GCA_003287315.1
UP000006882	Prunus persica (Peach) (Amygdalus persica) (Strain: cv. Nemared)	3760	38733	PRUPE	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, fabids, Rosales, Rosaceae, Amygdaloideae, Amygdaleae, Prunus	Chloroplast; Chromosome g1; Chromosome g2; Chromosome g3; Chromosome g4; Chromosome g5; Chromosome g6; Chromosome g7; Chromosome g8; Unassembled WGS sequence	GCA_000346465.2
UP000089565	Cucumis melo (Muskmelon) (Strain: cv. DHL92)	3656	24974	CUCME	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, fabids, Cucurbitales, Cucurbitaceae, Benincaseae, Cucumis	Genome assembly	GCF_000313045.1
UP000053369	Mesitornis unicolor (brown roatelo)	54374	9395		Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Gruiformes, Mesitornithidae, Mesitornis	Unassembled WGS sequence	GCA_000695765.1
UP000053144	Phaseolus angularis (Azuki bean) (Vigna angularis) (Strain: cv. Jingnong 6)	3914	33730	PHAAN	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, fabids, Fabales, Fabaceae, Papilionoideae, 50 kb inversion clade, NPAAA clade, indigoferoid/millettioid clade, Phaseoleae, Vigna	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Unassembled WGS sequence	GCA_001190045.1
UP000193380	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	46447	ONCMY	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Actinopterygii, Neopterygii, Teleostei, Protacanthopterygii, Salmoniformes, Salmonidae, Salmoninae, Oncorhynchus	Chromosome, chr_24; Chromosome, chr_9; Chromosome, chr_16; Chromosome, chr_12; Chromosome, chr_28; Chromosome, chr_10; Chromosome, chr_14; Chromosome, chr_15; Chromosome, chr_27; Chromosome, chr_22; Chromosome, chr_1; Chromosome, chr_29; Chromosome, chr_6; Chromosome, chr_18; Chromosome, chr_26; Chromosome, chr_7; Chromosome, chr_11; Chromosome, chr_23; Chromosome, chr_8; Chromosome, chr_19; Chromosome, chr_5; Chromosome, chr_3; Chromosome, chr_17; Chromosome, chr_20; Chromosome, chr_4; Chromosome, chr_13; Chromosome, chr_2; Chromosome, chr_sex; Unassembled WGS sequence	GCA_900005705.1
UP000092716	Plasmodium coatneyi (Strain: Hackeri)	208452	5514		Eukaryota, Alveolata, Apicomplexa, Aconoidasida, Haemosporida, Plasmodiidae, Plasmodium	Chromosome 2; Chromosome 1; Chromosome 8; Chromosome 4; Chromosome 11; Chromosome 12; Chromosome 10; Chromosome 9; Chromosome 6; Chromosome 13; Chromosome 3; Chromosome 14; Chromosome 5; Chromosome 7	GCA_001680005.1
UP000018936	Ophiophagus hannah (King cobra) (Naja hannah)	8665	18387	OPHHA	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Lepidosauria, Squamata, Bifurcata, Unidentata, Episquamata, Toxicofera, Serpentes, Colubroidea, Elapidae, Elapinae, Ophiophagus	Unassembled WGS sequence	GCA_000516915.1
UP000077248	Alternaria alternata (Alternaria rot fungus) (Torula alternata) (Strain: SRC1lrK2f)	5599	13463	ALTAL	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Pleosporaceae, Alternaria, Alternaria alternata group	Unassembled WGS sequence	GCA_001642055.1
UP000030763	Eimeria maxima (Coccidian parasite) (Strain: Weybridge)	5804	6057	EIMMA	Eukaryota, Alveolata, Apicomplexa, Conoidasida, Coccidia, Eucoccidiorida, Eimeriorina, Eimeriidae, Eimeria	Unassembled WGS sequence	GCA_000499605.1
UP000001514	Selaginella moellendorffii (Spikemoss)	88036	33150	SELML	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Lycopodiopsida, Selaginellales, Selaginellaceae, Selaginella	Unassembled WGS sequence; Plastid	GCA_000143415.2
UP000238350	Wickerhamiella sorbophila (Strain: DS02)	45607	4707		Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Trichomonascaceae, Wickerhamiella	Unassembled WGS sequence	GCA_002251995.2
UP000092461	Lutzomyia longipalpis (Sand fly) (Strain: Jacobina)	7200	10285	LUTLO	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Diptera, Nematocera, Psychodoidea, Psychodidae, Lutzomyia, Lutzomyia	Unassembled WGS sequence	GCA_000265325.1
UP000193560	Absidia repens (Strain: NRRL 1336)	90262	14767		Eukaryota, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Cunninghamellaceae, Absidia	Unassembled WGS sequence	GCA_002105175.1
UP000027920	Exophiala aquamarina CBS 119918 (Strain: CBS 119918)	1182545	13118		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Herpotrichiellaceae, Exophiala	Unassembled WGS sequence	GCA_000709125.1
UP000070544	Gonapodya prolifera JEL478 (Strain: JEL478)	1344416	13801		Eukaryota, Fungi, Fungi incertae sedis, Chytridiomycota, Monoblepharidomycetes, Monoblepharidales, Gonapodyaceae, Gonapodya	Unassembled WGS sequence	GCA_001574975.1
UP000053257	Phlebiopsis gigantea 11061_1 CR5-6 (Strain: 11061_1 CR5-6)	745531	11848		Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Polyporales, Phanerochaetaceae, Phlebiopsis	Unassembled WGS sequence	GCA_000832265.1
UP000076837	Didymella rabiei (Chickpea ascochyta blight fungus) (Mycosphaerella rabiei) (Strain: ArDII)	5454	10558	DIDRA	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Didymellaceae, Ascochyta	Unassembled WGS sequence	GCA_001630375.1
UP000027073	Pleurotus ostreatus PC15 (Strain: PC15)	1137138	12186		Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Pleurotaceae, Pleurotus	Unassembled WGS sequence	GCA_000697685.1
UP000236630	Citrus unshiu (Satsuma mandarin) (Citrus nobilis var. unshiu) (Strain: cv. Miyagawa wase)	55188	35792	CITUN	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, malvids, Sapindales, Rutaceae, Aurantioideae, Citrus	Unassembled WGS sequence	GCA_002897195.1
UP000094389	Cyberlindnera jadinii NRRL Y-1542 (Strain: NRRL Y-1542)	983966	5994		Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Cyberlindnera	Unassembled WGS sequence	GCA_001661405.1
UP000053201	Spizellomyces punctatus DAOM BR117 (Strain: DAOM BR117)	645134	9267		Eukaryota, Fungi, Fungi incertae sedis, Chytridiomycota, Chytridiomycetes, Spizellomycetales, Spizellomycetaceae, Spizellomyces	Unassembled WGS sequence	GCA_000182565.2
UP000054359	Stegodyphus mimosarum	407821	27009		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Chelicerata, Arachnida, Araneae, Araneomorphae, Entelegynae, Eresoidea, Eresidae, Stegodyphus	Unassembled WGS sequence	GCA_000611955.2
UP000024404	Onchocerca volvulus	6282	12226	ONCVO	Eukaryota, Metazoa, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Spirurina, Spiruromorpha, Filarioidea, Onchocercidae, Onchocerca	Unassembled WGS sequence	GCA_000499405.2
UP000091967	Fusarium poae (Strain: 2516)	36050	14048	FUSPO	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium	Unassembled WGS sequence	GCA_001675295.1
UP000007306	Oryza glaberrima (African rice) (Strain: IRGC 96717)	4538	31807	ORYGL	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, Liliopsida, Poales, Poaceae, BOP clade, Oryzoideae, Oryzeae, Oryzinae, Oryza	Unassembled WGS sequence	GCA_000147395.1
UP000053760	Cuculus canorus (common cuckoo)	55661	13582		Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Cuculiformes, Cuculidae, Cuculus	Unassembled WGS sequence	GCA_000709325.1
UP000001593	Nematostella vectensis (Starlet sea anemone) (Strain: CH2 X CH6)	45351	24435	NEMVE	Eukaryota, Metazoa, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Edwardsiidae, Nematostella	Unassembled WGS sequence	GCA_000209225.1
UP000007875	Ciona savignyi (Pacific transparent sea squirt)	51511	20004	CIOSA	Eukaryota, Metazoa, Chordata, Tunicata, Ascidiacea, Enterogona, Phlebobranchia, Cionidae, Ciona	Unassembled WGS sequence; Mitochondrion	
UP000005239	Pristionchus pacificus (Parasitic nematode) (Strain: PS312)	54126	29080	PRIPA	Eukaryota, Metazoa, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Rhabditina, Diplogasteromorpha, Diplogasteroidea, Neodiplogasteridae, Pristionchus	Unassembled WGS sequence	
UP000002530	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus) (Strain: ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)	330879	9647	ASPFU	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Unassembled WGS sequence; Mitochondrion	GCA_000002655.1
UP000070720	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum) (Strain: PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084)	229533	14160	GIBZE	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Mitochondrion	GCA_900044135.1
UP000008524	Trypanosoma brucei brucei (strain 927/4 GUTat10.1) (Strain: 927/4 GUTat10.1)	185431	8587	TRYB2	Eukaryota, Euglenozoa, Kinetoplastida, Trypanosomatidae, Trypanosoma	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11 Scaffold 1; Chromosome 11 Scaffold 2	GCA_000002445.1
UP000001940	Caenorhabditis elegans (Strain: Bristol N2)	6239	26878	CAEEL	Eukaryota, Metazoa, Ecdysozoa, Nematoda, Chromadorea, Rhabditida, Rhabditina, Rhabditomorpha, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis	Chromosome I; Chromosome II; Chromosome III; Chromosome IV; Chromosome V; Chromosome X; Mitochondrion	GCA_000002985.3
UP000004994	Solanum lycopersicum (Tomato) (Lycopersicon esculentum) (Strain: cv. Heinz 1706)	4081	33952	SOLLC	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, asterids, lamiids, Solanales, Solanaceae, Solanoideae, Solaneae, Solanum, Lycopersicon	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Unplaced; Chloroplast	GCA_000188115.2
UP000030748	Erythranthe guttata (Yellow monkey flower) (Mimulus guttatus) (Strain: cv. DUN x IM62)	4155	28677	ERYGU	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, asterids, lamiids, Lamiales, Phrymaceae, Erythranthe	Unassembled WGS sequence	GCA_000504015.1
UP000011761	Baudoinia panamericana (strain UAMH 10762) (Angels' share fungus) (Baudoinia compniacensis (strain UAMH 10762)) (Strain: UAMH 10762)	717646	10508	BAUPA	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Dothideomycetidae, Capnodiales, Teratosphaeriaceae, Baudoinia	Unassembled WGS sequence	GCA_000338955.1
UP000005447	Cavia porcellus (Guinea pig) (Strain: 2N)	10141	25056	CAVPO	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Mammalia, Eutheria, Euarchontoglires, Glires, Rodentia, Hystricomorpha, Caviidae, Cavia	Unassembled WGS sequence; Mitochondrion	GCA_000151735.1
UP000000819	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite) (Strain: GB-M1)	284813	2041	ENCCU	Eukaryota, Fungi, Fungi incertae sedis, Microsporidia, Unikaryonidae, Encephalitozoon	Chromosome I; Chromosome II; Chromosome III; Chromosome IV; Chromosome V; Chromosome VI; Chromosome VII; Chromosome VIII; Chromosome IX; Chromosome X; Chromosome XI	GCA_000091225.2
UP000001819	Drosophila pseudoobscura pseudoobscura (Fruit fly) (Strain: MV2-25 / Tucson 14011-0121.94)	46245	21164	DROPS	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Diptera, Brachycera, Muscomorpha, Ephydroidea, Drosophilidae, Drosophila, Sophophora	Mitochondrion; Chromosome 2; Chromosome 3; Unassembled WGS sequence	GCA_000001765.3
UP000016932	Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis) (Strain: CIRAD86)	383855	13062	PSEFD	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Dothideomycetidae, Capnodiales, Mycosphaerellaceae, Pseudocercospora	Unassembled WGS sequence	GCA_000340215.1
UP000236161	Apostasia shenzhenica (Strain: cv. Shenzhen)	1088818	21679		Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, Liliopsida, Asparagales, Orchidaceae, Apostasioideae, Apostasia	Unassembled WGS sequence	GCA_002786265.1
UP000241394	Actinidia chinensis var. chinensis (Strain: cv. Red5)	1590841	32913		Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, asterids, Ericales, Actinidiaceae, Actinidia	Chromosome lg1; Chromosome lg2; Chromosome lg3; Chromosome lg4; Chromosome lg5; Chromosome lg6; Chromosome lg7; Chromosome lg8; Chromosome lg9; Chromosome lg10; Chromosome lg11; Chromosome lg12; Chromosome lg13; Chromosome lg14; Chromosome lg15; Chromosome lg16; Chromosome lg17; Chromosome lg18; Chromosome lg19; Chromosome lg20; Chromosome lg21; Chromosome lg22; Chromosome lg23; Chromosome lg24; Chromosome lg25; Chromosome lg26; Chromosome lg27; Chromosome lg28; Chromosome lg29; Unassembled WGS sequence	GCA_003024255.1
UP000031515	Chaetura pelagica (Chimney swift)	8897	3162	CHAPE	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Apodiformes, Apodidae, Chaetura	Unassembled WGS sequence	GCA_000747805.1
UP000001640	Naumovozyma castellii (strain ATCC 76901 / CBS 4309 / NBRC 1992 / NRRL Y-12630) (Yeast) (Saccharomyces castellii) (Strain: ATCC 76901 / CBS 4309 / NBRC 1992 / NRRL Y-12630)	1064592	5565	NAUCC	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Naumovozyma	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Mitochondrion	GCA_000237345.1
UP000030656	Plasmodium falciparum FCH/4 (Strain: FCH/4)	1036724	5762		Eukaryota, Alveolata, Apicomplexa, Aconoidasida, Haemosporida, Plasmodiidae, Plasmodium, Plasmodium (Laverania)	Unassembled WGS sequence	GCA_000521155.1
UP000054177	Pythium insidiosum (Pythiosis disease agent) (Strain: Pi-S)	114742	14667	PYTIN	Eukaryota, Stramenopiles, Oomycetes, Pythiales, Pythiaceae, Pythium	Unassembled WGS sequence	GCA_001029375.1
UP000029270	Pseudogymnoascus sp. VKM F-4517 (FW-2822) (Strain: VKM F-4517 (FW-2822))	1420911	10741		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Leotiomycetes incertae sedis, Pseudeurotiaceae, Pseudogymnoascus	Unassembled WGS sequence	GCA_000750875.1
UP000009192	Drosophila mojavensis (Fruit fly) (Strain: Tucson 15081-1352.22)	7230	18165	DROMO	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Diptera, Brachycera, Muscomorpha, Ephydroidea, Drosophilidae, Drosophila	Mitochondrion; Unassembled WGS sequence	GCA_000005175.1
UP000000689	Naumovozyma dairenensis (strain ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639) (Saccharomyces dairenensis) (Strain: ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639)	1071378	5523	NAUDC	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Naumovozyma	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11	GCA_000227115.2
UP000053029	Fonsecaea pedrosoi CBS 271.37 (Strain: CBS 271.37)	1442368	12525		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Chaetothyriomycetidae, Chaetothyriales, Herpotrichiellaceae, Fonsecaea	Unassembled WGS sequence	GCA_000835455.1
UP000009328	Wickerhamomyces ciferrii (strain F-60-10 / ATCC 14091 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031) (Yeast) (Pichia ciferrii) (Strain: F-60-10 / ATCC 14091 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031)	1206466	6698	WICCF	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Wickerhamomyces	Unassembled WGS sequence	GCA_000313485.1
UP000190312	Aspergillus oryzae (Yellow koji mold) (Strain: BCC7051)	5062	11429	ASPOZ	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus	Unassembled WGS sequence	GCA_002007945.1
UP000077684	Tilletia controversa (dwarf bunt fungus) (Strain: DAOM 236426)	13291	9854		Eukaryota, Fungi, Dikarya, Basidiomycota, Ustilaginomycotina, Exobasidiomycetes, Tilletiales, Tilletiaceae, Tilletia	Unassembled WGS sequence	GCA_001645045.1
UP000241769	Planoprotostelium fungivorum (Strain: Jena)	1890364	16856		Eukaryota, Amoebozoa, Mycetozoa, Protosteliales, Cavosteliaceae, Planoprotostelium	Unassembled WGS sequence	GCA_003024175.1
UP000246464	Scophthalmus maximus (Turbot) (Psetta maxima)	52904	24929	SCOMX	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Actinopterygii, Neopterygii, Teleostei, Neoteleostei, Acanthomorphata, Carangaria, Pleuronectiformes, Pleuronectoidei, Scophthalmidae, Scophthalmus	Chromosome 15; Chromosome 9; Chromosome 3; Chromosome 19; Chromosome 7; Chromosome 8; Chromosome 6; Chromosome 17; Chromosome 5; Chromosome 22; Chromosome 16; Chromosome 2; Chromosome 21; Chromosome 14; Chromosome 12; Chromosome 11; Chromosome 18; Chromosome 10; Chromosome 20; Chromosome 13; Chromosome 4; Chromosome 1	GCA_003186165.1
UP000000226	Phaseolus vulgaris (Kidney bean) (French bean)	3885	30501	PHAVU	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliophyta, eudicotyledons, Gunneridae, Pentapetalae, rosids, fabids, Fabales, Fabaceae, Papilionoideae, 50 kb inversion clade, NPAAA clade, indigoferoid/millettioid clade, Phaseoleae, Phaseolus	Chromosome 5; Chromosome 9; Unassembled WGS sequence; Chromosome 7; Chromosome 8; Chromosome 4; Chromosome 2; Chromosome 3; Chromosome 6; Chromosome 11; Chromosome 1; Chromosome 10	GCA_000499845.1
UP000019804	Aspergillus ruber CBS 135680 (Strain: CBS 135680)	1388766	10053		Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus	Unassembled WGS sequence	GCA_000600275.1
UP000091820	Glossina brevipalpis (Strain: IAEA)	37001	14629		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Diptera, Brachycera, Muscomorpha, Hippoboscoidea, Glossinidae, Glossina	Unassembled WGS sequence	GCA_000671755.1
UP000033540	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1) (Strain: ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	1403190	8651	ASPPU	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus	Unassembled WGS sequence	GCA_000956085.1
UP000076502	Dufourea novaeangliae	178035	11355		Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Hymenoptera, Apocrita, Aculeata, Apoidea, Halictidae, Rophitinae, Dufourea	Unassembled WGS sequence	GCA_001272555.1
